id,address,enabled,date_added,date_modified,comment,date_updated
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1606774155,1606774155,"Migrated from /etc/pihole/adlists.list",1609660922
2,https://mirror1.malwaredomains.com/files/justdomains,1,1606774155,1606774155,"Migrated from /etc/pihole/adlists.list",1607120297
